Entry	Gene names	Entry name	Gene ontology IDs	Organism	Protein names
Q0PAX5	Cj0541	Q0PAX5_CAMJE	GO:0008299; GO:0016740	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Polyprenyl synthetase (EC 2.5.1.-)
Q0P7U8	gltA Cj1682c	Q0P7U8_CAMJE	GO:0004108; GO:0005737; GO:0006099	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Citrate synthase (EC 2.3.3.16)
Q0PAQ9	Cj0608	Q0PAQ9_CAMJE	GO:0005215	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative outer membrane efflux protein
Q0PB89	Cj0421c	Q0PB89_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative integral membrane protein
Q0P9D8	ftsH Cj1116c	Q0P9D8_CAMJE	GO:0005524; GO:0016887; GO:0016021; GO:0004222; GO:0005886; GO:0030163; GO:0008270	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)
Q0PAD7	Cj0747	Q0PAD7_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P8M5	Cj1384c	Q0P8M5_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PAM5	cbrR Cj0643	Q0PAM5_CAMJE	GO:0005622; GO:0000160	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Two-component response regulator
Q0PAJ5	priA Cj0684	Q0PAJ5_CAMJE	GO:0005524; GO:0004003; GO:0003677; GO:0006269; GO:0006268; GO:1990077; GO:0008270	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Primosomal protein N' (EC 3.6.4.-) (ATP-dependent helicase PriA)
Q0PAY2	sucD Cj0534	Q0PAY2_CAMJE	GO:0005524; GO:0048037; GO:0004775	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Succinyl-CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5)
Q0P945	Cj1211	Q0P945_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative competence family protein
Q0P7Q2	flgE2 Cj1729c	Q0P7Q2_CAMJE	GO:0030694; GO:0044781; GO:0071973	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Flagellar hook protein FlgE
Q0P982	Cj1174	Q0P982_CAMJE	GO:0016021; GO:0005886; GO:0006810	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative efflux protein (Multidrug resistance protein)
Q0PC09	Cj0128c	Q0PC09_CAMJE	GO:0046854	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative inositol monophosphatase family protein
Q0PBY0	Cj0157c	Q0PBY0_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative integral membrane protein
Q0PCB7	Cj0008	Q0PCB7_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PBI2	Cj0327	Q0PBI2_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative endoribonuclease L-PSP family protein
Q0PC88	Cj0038c	Q0PC88_CAMJE	GO:0016779	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative poly(A) polymerase family protein (EC 2.7.7.-)
Q0P990	Cj1166c	Q0P990_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative integral membrane protein
Q0P9R0	Cj0992c	Q0P9R0_CAMJE	GO:0051539; GO:0051989; GO:0004109; GO:0005737; GO:0046872; GO:0006782	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Coproporphyrinogen-III oxidase (EC 1.3.99.22)
Q0PAE4	Cj0735	Q0PAE4_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0P9V5	Cj0944c	Q0P9V5_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0PB88	Cj0422c	Q0PB88_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative H-T-H containing protein
Q0PAI5	Cj0694	Q0PAI5_CAMJE	GO:0016853	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0PB49	recG Cj0464	Q0PB49_CAMJE	GO:0005524; GO:0003677; GO:0004386	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	ATP-dependent DNA helicase (EC 3.6.1.-)
Q0PA15	flhA Cj0882c	Q0PA15_CAMJE	GO:0044780; GO:0016021; GO:0009306	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Flagellar biosynthesis protein
Q0PA21	Cj0876c	Q0PA21_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0P7Q3	Cj1728c	Q0P7Q3_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Small hydrophobic protein
Q0P8Q7	ceuB Cj1352	Q0P8Q7_CAMJE	GO:0016021; GO:0005886; GO:0005215	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Enterochelin uptake permease
Q0P8Z4	racS Cj1262	Q0P8Z4_CAMJE	GO:0005524; GO:0016021; GO:0005622; GO:0000155	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Histidine kinase (EC 2.7.13.3)
Q0P867	Cj1561	Q0P867_CAMJE	GO:0003677; GO:0003700; GO:0006351	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative transcriptional regulator
Q0P9F3	Cj1101	Q0P9F3_CAMJE	GO:0005524; GO:0004003; GO:0003677	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	DNA helicase (EC 3.6.4.12)
Q0P9P6	Cj1006c	Q0P9P6_CAMJE	GO:0051539; GO:0009451; GO:0016740	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative MiaB-like tRNA modifying enzyme
Q0P7U4	Cj1687	Q0P7U4_CAMJE	GO:0016021; GO:0055085	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative efflux protein
Q0P978	Cj1178c	Q0P978_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Highly acidic protein
Q0P969	arsB Cj1187c	Q0P969_CAMJE	GO:0015105; GO:0015700; GO:0016021; GO:0005886; GO:0046685	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Arsenical pump membrane protein
Q0P7R6	Cj1715	Q0P7R6_CAMJE	GO:0008080	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative acetyltransferase
Q0PBA5	aroE Cj0405	Q0PBA5_CAMJE	GO:0050661; GO:0009073; GO:0009423; GO:0004764; GO:0019632	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)
Q0P7Y0	Cj1648	Q0P7Y0_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative ABC transport system periplasmic substrate-binding protein
Q0P9C1	waaC Cj1133	Q0P9C1_CAMJE	GO:0009103; GO:0008920	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Heptosyltransferase I
Q0PAG3	Cj0716	Q0PAG3_CAMJE	GO:0003849; GO:0009073	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)
Q0P889	galU Cj1536c	Q0P889_CAMJE	GO:0006011; GO:0003983; GO:0009058	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase)
Q0PAH3	Cj0706	Q0PAH3_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PA36	Cj0854c	Q0PA36_CAMJE	GO:0009055; GO:0020037	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0PA46	Cj0844c	Q0PA46_CAMJE	GO:0016020	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative integral membrane protein
Q0P800	exbB2 Cj1628	Q0P800_CAMJE	GO:0016021; GO:0008565	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative exbB/tolQ family transport protein
Q0P8D6	Cj1481c	Q0P8D6_CAMJE	GO:0005524; GO:0004003; GO:0003677	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	DNA helicase (EC 3.6.4.12)
Q0PB70	Cj0440c	Q0PB70_CAMJE	GO:0050334; GO:0006772	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative transcriptional regulator
Q0PBJ9	Cj0310c	Q0PBJ9_CAMJE	GO:0016021; GO:0005886; GO:0006810	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative efflux protein
Q0P8F7	thiL Cj1458c	Q0P8F7_CAMJE	GO:0009228; GO:0009030	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative thiamin-monophosphate kinase (EC 2.7.4.16)
Q0P8A8	fdhB Cj1510c	Q0P8A8_CAMJE	GO:0008863	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative formate dehydrogenase iron-sulfur subunit (EC 1.2.1.2)
Q0P9Q6	ribA Cj0996	Q0P9Q6_CAMJE	GO:0003935; GO:0009231	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	GTP cyclohydrolase II (EC 3.5.4.25)
Q0PC90	Cj0036	Q0PC90_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PBQ4	Cj0251c	Q0PBQ4_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Highly acidic protein
Q0PC50	aspA Cj0087	Q0PC50_CAMJE	GO:0008797; GO:0006531; GO:0006099	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1)
Q0PBQ8	Cj0247c	Q0PBQ8_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PC79	Cj0054c	Q0PC79_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative lysine decarboxylase family protein
Q0PC07	tyrA Cj0130	Q0PC07_CAMJE	GO:0004665; GO:0008977; GO:0006571	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative prephenate dehydrogenase (EC 1.3.1.12)
Q0PAI8	Cj0691	Q0PAI8_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative membrane protein
Q0PAX8	oorC Cj0538	Q0PAX8_CAMJE	GO:0016903	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	OORC subunit of 2-oxoglutarate:acceptor oxidoreductase
Q0P8K8	Cj1406c	Q0P8K8_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0P8M1	Cj1388	Q0P8M1_CAMJE	GO:0019239	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative endoribonuclease L-PSP
Q0P9X4	rpiB Cj0925	Q0P9X4_CAMJE	GO:0005975; GO:0006098; GO:0004751	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribose 5-phosphate isomerase (EC 5.3.1.6)
Q0P7W3	Cj1666c	Q0P7W3_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0PA78	thrC Cj0812	Q0PA78_CAMJE	GO:0006520; GO:0030170; GO:0004795	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Threonine synthase. Functional classification-Amino acid biosynthesis-Aspartate family (EC 4.2.3.1)
Q0PA87	msbA Cj0803	Q0PA87_CAMJE	GO:0005524; GO:0042626; GO:0016021	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Lipid export ABC transport protein
Q0PAK5	Cj0669	Q0PAK5_CAMJE	GO:0005524; GO:0043190; GO:0016887; GO:0055085	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	ABC-transporter ATP-binding protein
Q0PA89	Cj0801	Q0PA89_CAMJE	GO:0071555; GO:0016021; GO:0009252; GO:0005886; GO:0008360; GO:0006810	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative lipid II flippase MurJ
Q0PAU2	ilvH Cj0575	Q0PAU2_CAMJE	GO:0003984; GO:0016597; GO:0009082	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Acetolactate synthase small subunit (EC 2.2.1.6)
Q0PBB5	Cj0395c	Q0PBB5_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P9Z2	Cj0906c	Q0P9Z2_CAMJE	GO:0016740	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0P7S2	Cj1709c	Q0P7S2_CAMJE	GO:0003723; GO:0016829; GO:0009982; GO:0001522	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Pseudouridine synthase (EC 5.4.99.-)
Q0P9T7	Cj0962	Q0P9T7_CAMJE	GO:0008080	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative acetyltransferase
Q0PAM4	Cj0644	Q0PAM4_CAMJE	GO:0016888	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative TatD-related deoxyribonuclease protein
Q0P8I7	Cj1427c	Q0P8I7_CAMJE	GO:0003978; GO:0050662	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative sugar-nucleotide epimerase/dehydratease (EC 5.1.3.2)
Q0P8C4	Cj1493c	Q0P8C4_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative integral membrane protein
Q0P851	nuoC Cj1577c	Q0P851_CAMJE	GO:0008137; GO:0048038	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	NADH-quinone oxidoreductase (EC 1.6.5.11)
Q0PBR4	iscS Cj0240c	Q0PBR4_CAMJE	GO:0031071; GO:0006534	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Cysteine desulfurase (NifS protein homolog) (EC 2.8.1.7)
Q0PBE4	cmeB Cj0366c	Q0PBE4_CAMJE	GO:0016021; GO:0005215	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Inner membrane efflux transporter CmeB (Multidrug efflux system CmeABC)
Q0PBP7	Cj0258	Q0PBP7_CAMJE	GO:0006260; GO:0006276	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative bacterial regulatory protein, ArsR family
Q0PBH1	polA Cj0338c	Q0PBH1_CAMJE	GO:0008408; GO:0003677; GO:0006261; GO:0003887	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	DNA polymerase (EC 2.7.7.7)
Q0P7W2	Cj1667c	Q0P7W2_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	RepA protein homolog
Q0PA00	Cj0898	Q0PA00_CAMJE	GO:0003824	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative histidine triad (HIT) family protein
Q0PB71	sdhC Cj0439	Q0PB71_CAMJE	GO:0000104	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative succinate dehydrogenase subunit C (EC 1.3.99.1)
Q0P8V8	acpP2 Cj1299	Q0P8V8_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative acyl carrier protein
Q0PA76	Cj0814	Q0PA76_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P9S5	Cj0977	Q0P9S5_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PA99	Cj0791c	Q0PA99_CAMJE	GO:0008483	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative aminotransferase
Q0PAK7	Cj0667	Q0PAK7_CAMJE	GO:0003723	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative S4 domain protein
Q0P807	Cj1621	Q0P807_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0P8C9	ccoQ Cj1488c	Q0P8C9_CAMJE	GO:0004129	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Cb-type cytochrome C oxidase subunit IV (EC 1.9.3.1)
Q0PAT4	Cj0583	Q0PAT4_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PC35	atpF Cj0102	Q0PC35_CAMJE	GO:0015986; GO:0015078; GO:0016787; GO:0016021; GO:0045263	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	ATP synthase F0 sector B' subunit (EC 3.6.3.14)
Q0P7Q4	metB Cj1727c	Q0P7Q4_CAMJE	GO:0003961; GO:0016829; GO:0030170	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative O-acetylhomoserine (Thiol)-lyase (EC 2.5.1.49)
Q0P8F6	Cj1459	Q0P8F6_CAMJE	GO:0009055; GO:0051536	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P8K9	rsfS Cj1405	Q0P8K9_CAMJE	GO:0005737; GO:0042256; GO:0090071; GO:0017148	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribosomal silencing factor RsfS
Q0PBI6	Cj0323	Q0PBI6_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PBT1	Cj0208	Q0PBT1_CAMJE	GO:0003676; GO:0009007	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative DNA modification methylase (Adenine-specific methyltransferase) (EC 2.1.1.72)
Q0PC78	Cj0055c	Q0PC78_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PBQ9	Cj0246c	Q0PBQ9_CAMJE	GO:0006935; GO:0016020; GO:0004871	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative MCP-domain signal transduction protein
Q0P966	cetA Cj1190c	Q0P966_CAMJE	GO:0006935; GO:0016020; GO:0004871	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Bipartate energy taxis response protein cetA
Q0P8B2	Cj1506c	Q0P8B2_CAMJE	GO:0016021; GO:0004871	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative MCP-type signal transduction protein
Q0PA83	Cj0807	Q0PA83_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative oxidoreductase
Q0P9Z7	Cj0901	Q0P9Z7_CAMJE	GO:0016021; GO:0005886; GO:0017153	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative amino acid ABC tansporter permease protein
Q0P9P8	Cj1004	Q0P9P8_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0PB66	Cj0447	Q0PB66_CAMJE	GO:0016818; GO:0046872	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative NUDIX hydrolase family protein
Q0PB52	Cj0461c	Q0PB52_CAMJE	GO:0016021; GO:0055085	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative MFS (Major Facilitator Superfamily) transport protein
Q0PAR2	Cj0605	Q0PAR2_CAMJE	GO:0016787	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative amidohydrolase
Q0P8Z1	hydC Cj1265c	Q0P8Z1_CAMJE	GO:0009055; GO:0005506; GO:0016020; GO:0022904; GO:0006810	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ni/Fe-hydrogenase B-type cytochrome subunit
Q0P8P2	Cj1367c	Q0P8P2_CAMJE	GO:0016740	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative nucleotidyltransferase
Q0PAJ7	Cj0682	Q0PAJ7_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PBD0	Cj0380c	Q0PBD0_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P992	Cj1164c	Q0P992_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P9I7	pgsA Cj1067	Q0P9I7_CAMJE	GO:0008444; GO:0016021; GO:0008654	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)
Q0PBC0	Cj0390	Q0PBC0_CAMJE	GO:0016021	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative transmembrane protein
Q0PB24	ald' Cj0489	Q0PB24_CAMJE	GO:0008911	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative aldehyde dehydrogenase N-terminus (EC 1.2.1.22)
Q0P997	Cj1159c	Q0P997_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Small hydrophobic protein
Q0P9J9	Cj1053c	Q0P9J9_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative integral membrane protein
Q0P989	ldh Cj1167	Q0P989_CAMJE	GO:0004459; GO:0005975; GO:0019752	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	L-lactate dehydrogenase (EC 1.1.1.27)
Q0P9T2	Cj0970	Q0P9T2_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PAP2	hypD Cj0625	Q0PAP2_CAMJE	GO:0046872	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Hydrogenase isoenzymes formation protein
Q0P9A9	waaV Cj1146c	Q0P9A9_CAMJE	GO:0016740	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative glucosyltransferase
Q0PBE6	Cj0364	Q0PBE6_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P8X0	Cj1287c	Q0P8X0_CAMJE	GO:0051287; GO:0004471; GO:0006108; GO:0046872; GO:0008948	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Malate oxidoreductase (EC 1.1.1.38)
Q0P9Y9	Cj0910	Q0P9Y9_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0PAE3	Cj0736	Q0PAE3_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PAR3	Cj0604	Q0PAR3_CAMJE	GO:0008976	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative polyphosphate kinase
Q0PBN3	Cj0272	Q0PBN3_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0PC23	Cj0114	Q0PC23_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative periplasmic protein
Q0PCC3	dnaN Cj0002	Q0PCC3_CAMJE	GO:0008408; GO:0003677; GO:0009360; GO:0006260; GO:0003887; GO:0005737	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	DNA polymerase III subunit beta (EC 2.7.7.7)
Q0P9N0	Cj1022c	Q0P9N0_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative integral membrane protein
Q0P9W9	ychF Cj0930	Q0P9W9_CAMJE	GO:0005524; GO:0016887; GO:0005525; GO:0043023; GO:0043022	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribosome-binding ATPase YchF
Q0PAA1	cca Cj0789	Q0PAA1_CAMJE	GO:0005524; GO:0003723; GO:0006396; GO:0016779	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative multifunctional Cca protein
Q0P805	Cj1623	Q0P805_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative membrane protein
Q0P8M0	metC' Cj1392	Q0P8M0_CAMJE	GO:0004121	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative cystathionine beta-lyase, N-terminus (EC 4.4.1.8)
Q0P8H3	kfiD Cj1441c	Q0P8H3_CAMJE	GO:0051287; GO:0003979; GO:0000271	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)
Q0P9B1	cgtA neuA1 Cj1143	Q0P9B1_CAMJE	GO:0008781	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Two-domain bifunctional protein (Beta-1,4-N-acetylgalactosaminyltransferase/CMP-Neu5Ac synthase) (EC 2.7.7.43)
Q0P8Y0	Cj1276c	Q0P8Y0_CAMJE	GO:0016020	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative integral membrane protein
Q0P8A4	Cj1515c	Q0P8A4_CAMJE	GO:0016831; GO:0005737; GO:0008295	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Carboxynorspermidine/carboxyspermidine decarboxylase (CANS DC/CAS DC) (CANSDC/CASDC) (EC 4.1.1.96)
Q0PBY4	Cj0153c	Q0PBY4_CAMJE	GO:0003723; GO:0008173; GO:0006396	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative rRNA methylase
Q0PC82	Cj0044c	Q0PC82_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P920	Cj1236	Q0P920_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Uncharacterized protein
Q0P9B5	wlaN Cj1139c	Q0P9B5_CAMJE	GO:0016757	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Beta-1,3 galactosyltransferase
Q0P822	mrp Cj1606c	Q0P822_CAMJE		Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative ATP/GTP-binding protein (Mrp protein homolog)
